source,target,demand_value
STTLng,ATLAM5,2.827613
STTLng,ATLAng,44.269379
STTLng,CHINng,82.816595
STTLng,DNVRng,25.031781
STTLng,HSTNng,24.922709
STTLng,IPLSng,62.213544
STTLng,KSCYng,46.548899
STTLng,LOSAng,30.225053
STTLng,NYCMng,30.583837
STTLng,SNVAng,4.483155
STTLng,WASHng,106.386875
WASHng,ATLAM5,0.567837
WASHng,ATLAng,89.517461
WASHng,CHINng,56.218008
WASHng,DNVRng,69.583763
WASHng,HSTNng,18.388299
WASHng,IPLSng,60.999461
WASHng,KSCYng,10.320261
WASHng,LOSAng,65.739869
WASHng,NYCMng,183.453133
WASHng,SNVAng,2.651611
WASHng,STTLng,45.390248
ATLAM5,ATLAng,0.210453
ATLAM5,CHINng,1.891568
ATLAM5,DNVRng,0.167325
ATLAM5,HSTNng,0.423123
ATLAM5,IPLSng,0.290995
ATLAM5,KSCYng,2.192683
ATLAM5,LOSAng,1.133547
ATLAM5,NYCMng,0.780891
ATLAM5,SNVAng,0.013333
ATLAM5,STTLng,0.676824
ATLAM5,WASHng,1.040256
ATLAng,ATLAM5,0.382821
ATLAng,CHINng,18.621112
ATLAng,DNVRng,5.268843
ATLAng,HSTNng,14.689461
ATLAng,IPLSng,17.844707
ATLAng,KSCYng,2.785965
ATLAng,LOSAng,11.937332
ATLAng,NYCMng,5.907555
ATLAng,SNVAng,0.191116
ATLAng,STTLng,11.918552
ATLAng,WASHng,27.189739
CHINng,ATLAM5,2.933608
CHINng,ATLAng,26.19372
CHINng,DNVRng,12.759915
CHINng,HSTNng,10.804568
CHINng,IPLSng,116.326877
CHINng,KSCYng,20.052416
CHINng,LOSAng,805.545707
CHINng,NYCMng,18.039368
CHINng,SNVAng,2.903768
CHINng,STTLng,26.021205
CHINng,WASHng,29.341525
DNVRng,ATLAM5,0.438491
DNVRng,ATLAng,31.21736
DNVRng,CHINng,22.754203
DNVRng,HSTNng,10.481565
DNVRng,IPLSng,7.909008
DNVRng,KSCYng,9.287608
DNVRng,LOSAng,21.687043
DNVRng,NYCMng,9.771589
DNVRng,SNVAng,18.765515
DNVRng,STTLng,24.210637
DNVRng,WASHng,22.623299
HSTNng,ATLAM5,3.039549
HSTNng,ATLAng,2.078555
HSTNng,CHINng,16.133451
HSTNng,DNVRng,0.895552
HSTNng,IPLSng,10.999565
HSTNng,KSCYng,5.105432
HSTNng,LOSAng,8.837352
HSTNng,NYCMng,7.086664
HSTNng,SNVAng,0.225568
HSTNng,STTLng,7.648187
HSTNng,WASHng,15.730083
IPLSng,ATLAM5,0.249715
IPLSng,ATLAng,9.45568
IPLSng,CHINng,49.894925
IPLSng,DNVRng,6.078904
IPLSng,HSTNng,3.811235
IPLSng,KSCYng,9.124797
IPLSng,LOSAng,11.265421
IPLSng,NYCMng,9.739077
IPLSng,SNVAng,1.315613
IPLSng,STTLng,29.415603
IPLSng,WASHng,25.560949
KSCYng,ATLAM5,1.694235
KSCYng,ATLAng,5.514667
KSCYng,CHINng,35.176925
KSCYng,DNVRng,8.228608
KSCYng,HSTNng,3.052072
KSCYng,IPLSng,11.998699
KSCYng,LOSAng,5.671829
KSCYng,NYCMng,7.240283
KSCYng,SNVAng,1.862669
KSCYng,STTLng,8.967371
KSCYng,WASHng,10.409245
LOSAng,ATLAM5,1.058637
LOSAng,ATLAng,9.926424
LOSAng,CHINng,82.511459
LOSAng,DNVRng,13.271531
LOSAng,HSTNng,16.015339
LOSAng,IPLSng,19.852168
LOSAng,KSCYng,5.849728
LOSAng,NYCMng,28.421947
LOSAng,SNVAng,16.639789
LOSAng,STTLng,58.904656
LOSAng,WASHng,48.561405
NYCMng,ATLAM5,0.589045
NYCMng,ATLAng,21.389104
NYCMng,CHINng,17.886528
NYCMng,DNVRng,14.825981
NYCMng,HSTNng,10.714227
NYCMng,IPLSng,35.213816
NYCMng,KSCYng,9.643061
NYCMng,LOSAng,48.824349
NYCMng,SNVAng,2.170877
NYCMng,STTLng,26.103613
NYCMng,WASHng,80.905232
SNVAng,ATLAng,0.026667
SNVAng,CHINng,0.026667
SNVAng,DNVRng,4.060467
SNVAng,HSTNng,0.053424
SNVAng,IPLSng,0.233891
SNVAng,LOSAng,7.666661
SNVAng,NYCMng,0.04364
SNVAng,STTLng,23.293403
SNVAng,WASHng,0.053333
STTLng,ATLAM5,4.449107
STTLng,ATLAng,52.370048
STTLng,CHINng,82.034043
STTLng,DNVRng,23.856893
STTLng,HSTNng,39.183544
STTLng,IPLSng,64.198219
STTLng,KSCYng,44.502421
STTLng,LOSAng,33.36024
STTLng,NYCMng,29.855651
STTLng,SNVAng,5.200928
STTLng,WASHng,95.009403
WASHng,ATLAM5,0.659077
WASHng,ATLAng,76.610869
WASHng,CHINng,56.24408
WASHng,DNVRng,65.626237
WASHng,HSTNng,18.393939
WASHng,IPLSng,59.349173
WASHng,KSCYng,9.6854
WASHng,LOSAng,65.371923
WASHng,NYCMng,173.384805
WASHng,SNVAng,2.305501
WASHng,STTLng,45.61168
ATLAM5,ATLAng,0.257443
ATLAM5,CHINng,1.257965
ATLAM5,DNVRng,0.135005
ATLAM5,HSTNng,0.430555
ATLAM5,IPLSng,0.479699
ATLAM5,KSCYng,0.655864
ATLAM5,LOSAng,1.071812
ATLAM5,NYCMng,0.848144
ATLAM5,SNVAng,0.069975
ATLAM5,STTLng,0.589464
ATLAM5,WASHng,1.451957
ATLAng,ATLAM5,0.236984
ATLAng,CHINng,37.923885
ATLAng,DNVRng,5.410253
ATLAng,HSTNng,27.492285
ATLAng,IPLSng,17.576693
ATLAng,KSCYng,3.187539
ATLAng,LOSAng,14.273111
ATLAng,NYCMng,5.84176
ATLAng,SNVAng,0.231108
ATLAng,STTLng,11.357528
ATLAng,WASHng,34.749427
CHINng,ATLAM5,3.237501
CHINng,ATLAng,20.630885
CHINng,DNVRng,15.351445
CHINng,HSTNng,11.688965
CHINng,IPLSng,98.705957
CHINng,KSCYng,19.188728
CHINng,LOSAng,696.187413
CHINng,NYCMng,32.771923
CHINng,SNVAng,3.074285
CHINng,STTLng,26.015024
CHINng,WASHng,30.050096
DNVRng,ATLAM5,0.272901
DNVRng,ATLAng,14.907555
DNVRng,CHINng,35.055544
DNVRng,HSTNng,9.825037
DNVRng,IPLSng,7.978904
DNVRng,KSCYng,7.180997
DNVRng,LOSAng,19.590432
DNVRng,NYCMng,10.279347
DNVRng,SNVAng,3.717515
DNVRng,STTLng,15.28836
DNVRng,WASHng,20.312163
HSTNng,ATLAM5,0.277355
HSTNng,ATLAng,3.061619
HSTNng,CHINng,13.213629
HSTNng,DNVRng,1.285984
HSTNng,IPLSng,10.404669
HSTNng,KSCYng,4.164448
HSTNng,LOSAng,8.154016
HSTNng,NYCMng,5.579203
HSTNng,SNVAng,0.026667
HSTNng,STTLng,7.493664
HSTNng,WASHng,13.051936
IPLSng,ATLAM5,0.335429
IPLSng,ATLAng,11.199104
IPLSng,CHINng,46.853595
IPLSng,DNVRng,7.97612
IPLSng,HSTNng,5.717389
IPLSng,KSCYng,7.132184
IPLSng,LOSAng,11.880685
IPLSng,NYCMng,12.634869
IPLSng,SNVAng,1.178632
IPLSng,STTLng,35.452203
IPLSng,WASHng,18.799755
KSCYng,ATLAM5,1.14384
KSCYng,ATLAng,5.994637
KSCYng,CHINng,35.927765
KSCYng,DNVRng,8.170339
KSCYng,HSTNng,3.211336
KSCYng,IPLSng,8.494685
KSCYng,LOSAng,5.134403
KSCYng,NYCMng,6.019035
KSCYng,SNVAng,1.783219
KSCYng,STTLng,7.974141
KSCYng,WASHng,9.984101
LOSAng,ATLAM5,0.866784
LOSAng,ATLAng,11.265963
LOSAng,CHINng,84.336979
LOSAng,DNVRng,18.16
LOSAng,HSTNng,6.672411
LOSAng,IPLSng,18.466467
LOSAng,KSCYng,7.476232
LOSAng,NYCMng,29.306288
LOSAng,SNVAng,18.38628
LOSAng,STTLng,61.217208
LOSAng,WASHng,49.722909
NYCMng,ATLAM5,0.611968
NYCMng,ATLAng,21.908512
NYCMng,CHINng,20.218288
NYCMng,DNVRng,16.682117
NYCMng,HSTNng,8.379632
NYCMng,IPLSng,42.174248
NYCMng,KSCYng,8.509571
NYCMng,LOSAng,53.340533
NYCMng,SNVAng,1.914048
NYCMng,STTLng,32.022603
NYCMng,WASHng,90.672445
SNVAng,ATLAng,0.026667
SNVAng,CHINng,0.026667
SNVAng,DNVRng,2.636827
SNVAng,IPLSng,1.777829
SNVAng,LOSAng,7.482528
SNVAng,NYCMng,0.039787
SNVAng,STTLng,23.452907
SNVAng,WASHng,0.124907
STTLng,ATLAM5,5.251776
STTLng,ATLAng,48.187477
STTLng,CHINng,95.284251
STTLng,DNVRng,27.6434
STTLng,HSTNng,27.2566
STTLng,IPLSng,75.859957
STTLng,KSCYng,42.661787
STTLng,LOSAng,32.061309
STTLng,NYCMng,36.864101
STTLng,SNVAng,7.807941
STTLng,WASHng,86.280333
WASHng,ATLAM5,0.716149
WASHng,ATLAng,93.807197
WASHng,CHINng,51.641976
WASHng,DNVRng,60.121197
WASHng,HSTNng,19.222843
WASHng,IPLSng,52.644421
WASHng,KSCYng,11.907728
WASHng,LOSAng,59.546859
WASHng,NYCMng,169.988656
WASHng,SNVAng,4.110621
WASHng,STTLng,41.133096
ATLAM5,ATLAng,0.255749
ATLAM5,CHINng,0.613605
ATLAM5,DNVRng,0.1734
ATLAM5,HSTNng,0.588013
ATLAM5,IPLSng,0.27004
ATLAM5,KSCYng,1.595733
ATLAM5,LOSAng,0.57544
ATLAM5,NYCMng,1.190237
ATLAM5,SNVAng,0.055677
ATLAM5,STTLng,0.620147
ATLAM5,WASHng,1.277949
ATLAng,ATLAM5,0.2116
ATLAng,CHINng,30.921461
ATLAng,DNVRng,3.624949
ATLAng,HSTNng,29.932837
ATLAng,IPLSng,17.449992
ATLAng,KSCYng,2.320459
ATLAng,LOSAng,15.153249
ATLAng,NYCMng,5.705629
ATLAng,SNVAng,0.380596
ATLAng,STTLng,11.653653
ATLAng,WASHng,37.035304
CHINng,ATLAM5,3.408259
CHINng,ATLAng,20.863133
CHINng,DNVRng,13.503101
CHINng,HSTNng,11.946421
CHINng,IPLSng,84.9122
CHINng,KSCYng,19.992259
CHINng,LOSAng,796.21072
CHINng,NYCMng,27.856648
CHINng,SNVAng,3.303845
CHINng,STTLng,32.283928
CHINng,WASHng,28.28836
DNVRng,ATLAM5,0.228416
DNVRng,ATLAng,3.954669
DNVRng,CHINng,23.761133
DNVRng,HSTNng,9.404819
DNVRng,IPLSng,8.126461
DNVRng,KSCYng,8.598568
DNVRng,LOSAng,8.252475
DNVRng,NYCMng,10.818893
DNVRng,SNVAng,8.604307
DNVRng,STTLng,18.381224
DNVRng,WASHng,19.767739
HSTNng,ATLAM5,2.603299
HSTNng,ATLAng,3.336275
HSTNng,CHINng,16.435101
HSTNng,DNVRng,1.157603
HSTNng,IPLSng,11.968853
HSTNng,KSCYng,4.512317
HSTNng,LOSAng,6.799128
HSTNng,NYCMng,5.952691
HSTNng,SNVAng,0.084203
HSTNng,STTLng,6.717277
HSTNng,WASHng,8.938808
IPLSng,ATLAM5,0.29012
IPLSng,ATLAng,12.333885
IPLSng,CHINng,42.249
IPLSng,DNVRng,8.990219
IPLSng,HSTNng,7.507312
IPLSng,KSCYng,6.394419
IPLSng,LOSAng,13.925899
IPLSng,NYCMng,13.113125
IPLSng,SNVAng,1.697659
IPLSng,STTLng,32.542797
IPLSng,WASHng,20.282155
KSCYng,ATLAM5,0.878664
KSCYng,ATLAng,6.486109
KSCYng,CHINng,29.298152
KSCYng,DNVRng,9.826941
KSCYng,HSTNng,3.668317
KSCYng,IPLSng,8.980387
KSCYng,LOSAng,5.012944
KSCYng,NYCMng,5.391261
KSCYng,SNVAng,2.108867
KSCYng,STTLng,8.552285
KSCYng,WASHng,10.498685
LOSAng,ATLAM5,0.584464
LOSAng,ATLAng,10.014165
LOSAng,CHINng,81.165189
LOSAng,DNVRng,15.01264
LOSAng,HSTNng,5.374235
LOSAng,IPLSng,19.002603
LOSAng,KSCYng,6.571027
LOSAng,NYCMng,30.633019
LOSAng,SNVAng,16.738717
LOSAng,STTLng,61.257477
LOSAng,WASHng,52.030112
NYCMng,ATLAM5,0.813637
NYCMng,ATLAng,20.045152
NYCMng,CHINng,19.882664
NYCMng,DNVRng,16.864413
NYCMng,HSTNng,8.805621
NYCMng,IPLSng,35.362173
NYCMng,KSCYng,9.429336
NYCMng,LOSAng,55.296152
NYCMng,SNVAng,2.100981
NYCMng,STTLng,32.721915
NYCMng,WASHng,87.043619
SNVAng,ATLAM5,0.026667
SNVAng,DNVRng,4.71692
SNVAng,IPLSng,2.216619
SNVAng,LOSAng,9.0522
SNVAng,NYCMng,0.108571
SNVAng,STTLng,22.712229
SNVAng,WASHng,0.145605
STTLng,ATLAM5,1.042331
STTLng,ATLAng,43.888171
STTLng,CHINng,84.230643
STTLng,DNVRng,26.759584
STTLng,HSTNng,28.347291
STTLng,IPLSng,110.177933
STTLng,KSCYng,43.661797
STTLng,LOSAng,33.054973
STTLng,NYCMng,37.450387
STTLng,SNVAng,9.406091
STTLng,WASHng,89.545627
WASHng,ATLAM5,0.267696
WASHng,ATLAng,96.434424
WASHng,CHINng,54.041443
WASHng,DNVRng,61.857019
WASHng,HSTNng,18.527213
WASHng,IPLSng,50.898467
WASHng,KSCYng,13.486093
WASHng,LOSAng,65.558819
WASHng,NYCMng,178.237552
WASHng,SNVAng,4.322701
WASHng,STTLng,39.142832
ATLAM5,ATLAng,0.330467
ATLAM5,CHINng,0.725379
ATLAM5,DNVRng,0.106667
ATLAM5,HSTNng,0.324931
ATLAM5,IPLSng,0.579891
ATLAM5,KSCYng,0.627499
ATLAM5,LOSAng,0.309593
ATLAM5,NYCMng,0.572597
ATLAM5,SNVAng,0.053583
ATLAM5,STTLng,0.519757
ATLAM5,WASHng,0.880557
ATLAng,ATLAM5,0.192613
ATLAng,CHINng,26.421432
ATLAng,DNVRng,3.822192
ATLAng,HSTNng,15.142413
ATLAng,IPLSng,18.202581
ATLAng,KSCYng,2.905563
ATLAng,LOSAng,13.469215
ATLAng,NYCMng,4.316275
ATLAng,SNVAng,0.216617
ATLAng,STTLng,10.509584
ATLAng,WASHng,32.398384
CHINng,ATLAM5,2.1734
CHINng,ATLAng,158.36508
CHINng,DNVRng,12.834509
CHINng,HSTNng,12.98648
CHINng,IPLSng,70.654189
CHINng,KSCYng,19.302621
CHINng,LOSAng,793.510427
CHINng,NYCMng,23.226984
CHINng,SNVAng,2.985867
CHINng,STTLng,25.709075
CHINng,WASHng,26.230405
DNVRng,ATLAM5,0.341197
DNVRng,ATLAng,5.012299
DNVRng,CHINng,21.045051
DNVRng,HSTNng,11.195349
DNVRng,IPLSng,7.748315
DNVRng,KSCYng,10.344267
DNVRng,LOSAng,8.140043
DNVRng,NYCMng,8.866885
DNVRng,SNVAng,13.819661
DNVRng,STTLng,21.377752
DNVRng,WASHng,21.831787
HSTNng,ATLAM5,3.016896
HSTNng,ATLAng,2.383357
HSTNng,CHINng,14.628344
HSTNng,DNVRng,0.958749
HSTNng,IPLSng,13.72984
HSTNng,KSCYng,5.804317
HSTNng,LOSAng,7.027467
HSTNng,NYCMng,5.241699
HSTNng,SNVAng,0.086416
HSTNng,STTLng,7.260181
HSTNng,WASHng,15.127061
IPLSng,ATLAM5,0.454813
IPLSng,ATLAng,13.538723
IPLSng,CHINng,42.900379
IPLSng,DNVRng,8.567669
IPLSng,HSTNng,7.537173
IPLSng,KSCYng,7.07296
IPLSng,LOSAng,11.693856
IPLSng,NYCMng,13.407277
IPLSng,SNVAng,1.241381
IPLSng,STTLng,23.630424
IPLSng,WASHng,21.348744
KSCYng,ATLAM5,0.476211
KSCYng,ATLAng,6.664003
KSCYng,CHINng,25.421541
KSCYng,DNVRng,8.073965
KSCYng,HSTNng,3.746995
KSCYng,IPLSng,9.911189
KSCYng,LOSAng,5.0974
KSCYng,NYCMng,5.006024
KSCYng,SNVAng,1.968224
KSCYng,STTLng,8.100037
KSCYng,WASHng,10.51996
LOSAng,ATLAM5,0.535344
LOSAng,ATLAng,8.375837
LOSAng,CHINng,79.456917
LOSAng,DNVRng,14.327187
LOSAng,HSTNng,8.068819
LOSAng,IPLSng,20.022677
LOSAng,KSCYng,5.844619
LOSAng,NYCMng,31.836048
LOSAng,SNVAng,16.801523
LOSAng,STTLng,69.624061
LOSAng,WASHng,50.831704
NYCMng,ATLAM5,0.419472
NYCMng,ATLAng,26.249853
NYCMng,CHINng,17.488717
NYCMng,DNVRng,13.664611
NYCMng,HSTNng,8.252243
NYCMng,IPLSng,35.977624
NYCMng,KSCYng,9.968027
NYCMng,LOSAng,56.7836
NYCMng,SNVAng,1.852549
NYCMng,STTLng,31.00152
NYCMng,WASHng,86.796259
SNVAng,ATLAM5,0.026667
SNVAng,CHINng,0.106667
SNVAng,DNVRng,3.825851
SNVAng,HSTNng,0.053333
SNVAng,IPLSng,0.353259
SNVAng,LOSAng,6.681275
SNVAng,NYCMng,0.07036
SNVAng,STTLng,22.550856
SNVAng,WASHng,0.133333
STTLng,ATLAM5,2.150008
STTLng,ATLAng,38.241203
STTLng,CHINng,83.150104
STTLng,DNVRng,29.38416
STTLng,HSTNng,29.952037
STTLng,IPLSng,98.744267
STTLng,KSCYng,38.409459
STTLng,LOSAng,37.948923
STTLng,NYCMng,34.037965
STTLng,SNVAng,10.87676
STTLng,WASHng,95.830616
WASHng,ATLAM5,0.426683
WASHng,ATLAng,133.215827
WASHng,CHINng,48.441592
WASHng,DNVRng,66.86832
WASHng,HSTNng,20.077091
WASHng,IPLSng,56.285592
WASHng,KSCYng,11.401187
WASHng,LOSAng,55.851691
WASHng,NYCMng,194.367149
WASHng,SNVAng,4.266541
WASHng,STTLng,38.533205
ATLAM5,ATLAng,0.188144
ATLAM5,CHINng,1.572611
ATLAM5,DNVRng,0.351501
ATLAM5,HSTNng,0.348808
ATLAM5,IPLSng,0.325373
ATLAM5,KSCYng,0.446997
ATLAM5,LOSAng,0.165108
ATLAM5,NYCMng,0.08
ATLAM5,SNVAng,0.070415
ATLAM5,STTLng,0.859613
ATLAM5,WASHng,0.542317
ATLAng,ATLAM5,0.223312
ATLAng,CHINng,20.906773
ATLAng,DNVRng,3.891949
ATLAng,HSTNng,13.153813
ATLAng,IPLSng,18.182987
ATLAng,KSCYng,1.783133
ATLAng,LOSAng,13.655733
ATLAng,NYCMng,6.624059
ATLAng,SNVAng,0.443475
ATLAng,STTLng,10.993157
ATLAng,WASHng,34.357917
CHINng,ATLAM5,2.437352
CHINng,ATLAng,179.805243
CHINng,DNVRng,14.646355
CHINng,HSTNng,20.611917
CHINng,IPLSng,63.011379
CHINng,KSCYng,15.49576
CHINng,LOSAng,131.297872
CHINng,NYCMng,34.928963
CHINng,SNVAng,1.217461
CHINng,STTLng,21.557045
CHINng,WASHng,33.490301
DNVRng,ATLAM5,1.217445
DNVRng,ATLAng,5.536168
DNVRng,CHINng,29.966027
DNVRng,HSTNng,14.375363
DNVRng,IPLSng,12.822219
DNVRng,KSCYng,15.525733
DNVRng,LOSAng,23.826165
DNVRng,NYCMng,10.060691
DNVRng,SNVAng,22.857483
DNVRng,STTLng,18.734112
DNVRng,WASHng,23.146133
HSTNng,ATLAM5,0.450845
HSTNng,ATLAng,2.629053
HSTNng,CHINng,19.262149
HSTNng,DNVRng,1.708757
HSTNng,IPLSng,7.752811
HSTNng,KSCYng,9.860539
HSTNng,LOSAng,16.123789
HSTNng,NYCMng,3.431755
HSTNng,STTLng,6.649307
HSTNng,WASHng,9.177259
IPLSng,ATLAM5,0.33524
IPLSng,ATLAng,12.187549
IPLSng,CHINng,47.332459
IPLSng,DNVRng,12.163453
IPLSng,HSTNng,17.2334
IPLSng,KSCYng,5.576739
IPLSng,LOSAng,15.946659
IPLSng,NYCMng,9.648432
IPLSng,SNVAng,0.850992
IPLSng,STTLng,23.539651
IPLSng,WASHng,12.75784
KSCYng,ATLAM5,0.643021
KSCYng,ATLAng,6.465328
KSCYng,CHINng,29.857512
KSCYng,DNVRng,9.74184
KSCYng,HSTNng,7.015075
KSCYng,IPLSng,14.997349
KSCYng,LOSAng,5.337845
KSCYng,NYCMng,7.962573
KSCYng,SNVAng,0.09884
KSCYng,STTLng,8.66848
KSCYng,WASHng,12.565315
LOSAng,ATLAM5,0.097016
LOSAng,ATLAng,7.711237
LOSAng,CHINng,65.521989
LOSAng,DNVRng,11.200275
LOSAng,HSTNng,6.826811
LOSAng,IPLSng,30.411387
LOSAng,KSCYng,3.660475
LOSAng,NYCMng,30.613877
LOSAng,SNVAng,19.67088
LOSAng,STTLng,47.236616
LOSAng,WASHng,45.95996
NYCMng,ATLAM5,1.375707
NYCMng,ATLAng,22.273504
NYCMng,CHINng,22.761789
NYCMng,DNVRng,13.770728
NYCMng,HSTNng,9.500179
NYCMng,IPLSng,36.653048
NYCMng,KSCYng,9.964907
NYCMng,LOSAng,51.371608
NYCMng,SNVAng,3.576717
NYCMng,STTLng,20.853307
NYCMng,WASHng,73.971099
SNVAng,CHINng,0.026667
SNVAng,DNVRng,6.068187
SNVAng,IPLSng,0.391115
SNVAng,KSCYng,0.026667
SNVAng,LOSAng,6.346365
SNVAng,NYCMng,0.328051
SNVAng,STTLng,28.233768
SNVAng,WASHng,0.053333
STTLng,ATLAM5,3.961005
STTLng,ATLAng,53.824064
STTLng,CHINng,83.501864
STTLng,DNVRng,25.488944
STTLng,HSTNng,30.17152
STTLng,IPLSng,66.634811
STTLng,KSCYng,42.297005
STTLng,LOSAng,37.664051
STTLng,NYCMng,34.677763
STTLng,SNVAng,6.752893
STTLng,WASHng,77.248464
WASHng,ATLAM5,1.229592
WASHng,ATLAng,143.918048
WASHng,CHINng,68.374952
WASHng,DNVRng,91.243152
WASHng,HSTNng,32.147355
WASHng,IPLSng,43.408907
WASHng,KSCYng,14.807352
WASHng,LOSAng,67.043387
WASHng,NYCMng,197.820432
WASHng,SNVAng,2.185832
WASHng,STTLng,45.788339
ATLAM5,ATLAng,0.104253
ATLAM5,CHINng,1.711872
ATLAM5,DNVRng,0.139496
ATLAM5,HSTNng,0.855171
ATLAM5,IPLSng,0.203941
ATLAM5,KSCYng,0.299605
ATLAM5,LOSAng,0.970221
ATLAM5,NYCMng,0.5454
ATLAM5,SNVAng,0.032456
ATLAM5,STTLng,0.600485
ATLAM5,WASHng,0.683739
ATLAng,ATLAM5,0.143224
ATLAng,CHINng,19.755224
ATLAng,DNVRng,3.341072
ATLAng,HSTNng,14.597408
ATLAng,IPLSng,18.811611
ATLAng,KSCYng,2.459024
ATLAng,LOSAng,11.946189
ATLAng,NYCMng,6.41892
ATLAng,SNVAng,0.279824
ATLAng,STTLng,10.736019
ATLAng,WASHng,40.63956
CHINng,ATLAM5,3.259424
CHINng,ATLAng,31.361531
CHINng,DNVRng,12.271792
CHINng,HSTNng,19.561717
CHINng,IPLSng,69.685456
CHINng,KSCYng,17.231619
CHINng,LOSAng,132.361947
CHINng,NYCMng,55.809064
CHINng,SNVAng,1.43824
CHINng,STTLng,21.395163
CHINng,WASHng,34.601653
DNVRng,ATLAM5,1.721123
DNVRng,ATLAng,5.728072
DNVRng,CHINng,26.768304
DNVRng,HSTNng,13.448339
DNVRng,IPLSng,16.084139
DNVRng,KSCYng,11.946203
DNVRng,LOSAng,12.415669
DNVRng,NYCMng,12.365861
DNVRng,SNVAng,28.36524
DNVRng,STTLng,23.478864
DNVRng,WASHng,23.561509
HSTNng,ATLAM5,2.360045
HSTNng,ATLAng,2.864992
HSTNng,CHINng,22.355272
HSTNng,DNVRng,1.181547
HSTNng,IPLSng,9.230325
HSTNng,KSCYng,7.339003
HSTNng,LOSAng,15.625437
HSTNng,NYCMng,3.027443
HSTNng,SNVAng,0.026667
HSTNng,STTLng,7.884413
HSTNng,WASHng,18.507051
IPLSng,ATLAM5,0.223296
IPLSng,ATLAng,10.499595
IPLSng,CHINng,41.87932
IPLSng,DNVRng,14.383797
IPLSng,HSTNng,7.247635
IPLSng,KSCYng,5.414901
IPLSng,LOSAng,18.036069
IPLSng,NYCMng,9.735725
IPLSng,SNVAng,1.187101
